Member,Name,PartyState,bioguide,LastName,FirstName,Party,State,State_Abbrev
"Lloyd, James F. (Democratic - California)","Lloyd, James F.",Democratic - California,L000379,Lloyd, James F.,Democratic,California,CA
"Lloyd, Marilyn (Democratic - Tennessee)","Lloyd, Marilyn",Democratic - Tennessee,L000381,Lloyd, Marilyn,Democratic,Tennessee,TN
"LoBiondo, Frank A. (Republican - New Jersey)","LoBiondo, Frank A.",Republican - New Jersey,L000554,LoBiondo, Frank A.,Republican,New Jersey,NJ
"Loebsack, David (Democratic - Iowa)","Loebsack, David",Democratic - Iowa,L000565,Loebsack, David,Democratic,Iowa,IA
"Loeffler, Tom (Republican - Texas)","Loeffler, Tom",Republican - Texas,L000396,Loeffler, Tom,Republican,Texas,TX
"Lofgren, Zoe (Democratic - California)","Lofgren, Zoe",Democratic - California,L000397,Lofgren, Zoe,Democratic,California,CA
"Long, Billy (Republican - Missouri)","Long, Billy",Republican - Missouri,L000576,Long, Billy,Republican,Missouri,MO
"Long, Cathy (Mrs. Gillis) (Democratic - Louisiana)",#REF!,,L000411,#REF!,,,,
"Long, Clarence D. (Democratic - Maryland)","Long, Clarence D.",Democratic - Maryland,L000413,Long, Clarence D.,Democratic,Maryland,MD
"Long, Gillis W. (Democratic - Louisiana)","Long, Gillis W.",Democratic - Louisiana,L000417,Long, Gillis W.,Democratic,Louisiana,LA
"Long, Jill L. (Democratic - Indiana)","Long, Jill L.",Democratic - Indiana,L000420,Long, Jill L.,Democratic,Indiana,IN
"Long, Russell B. (Democratic - Louisiana)","Long, Russell B.",Democratic - Louisiana,L000428,Long, Russell B.,Democratic,Louisiana,LA
"Longley, James B., Jr. (Republican - Maine)","Longley, James B., Jr.",Republican - Maine,L000431,Longley," James B., Jr.",Republican,Maine,ME
"Lott, Trent (Republican - Mississippi)","Lott, Trent",Republican - Mississippi,L000447,Lott, Trent,Republican,Mississippi,MS
"Loudermilk, Barry (Republican - Georgia)","Loudermilk, Barry",Republican - Georgia,L000583,Loudermilk, Barry,Republican,Georgia,GA
"Love, Mia B. (Republican - Utah)","Love, Mia B.",Republican - Utah,L000584,Love, Mia B.,Republican,Utah,UT
"Lowenthal, Alan S. (Democratic - California)","Lowenthal, Alan S.",Democratic - California,L000579,Lowenthal, Alan S.,Democratic,California,CA
"Lowery, Bill (Republican - California)","Lowery, Bill",Republican - California,L000479,Lowery, Bill,Republican,California,CA
"Lowey, Nita M. (Democratic - New York)","Lowey, Nita M.",Democratic - New York,L000480,Lowey, Nita M.,Democratic,New York,NY
"Lowry, Mike (Democratic - Washington)","Lowry, Mike",Democratic - Washington,L000486,Lowry, Mike,Democratic,Washington,WA
"Lucas, Frank D. (Republican - Oklahoma)","Lucas, Frank D.",Republican - Oklahoma,L000491,Lucas, Frank D.,Republican,Oklahoma,OK
"Lucas, Ken (Democratic - Kentucky)","Lucas, Ken",Democratic - Kentucky,L000558,Lucas, Ken,Democratic,Kentucky,KY
"Luetkemeyer, Blaine (Republican - Missouri)","Luetkemeyer, Blaine",Republican - Missouri,L000569,Luetkemeyer, Blaine,Republican,Missouri,MO
"Lugar, Richard G. (Republican - Indiana)","Lugar, Richard G.",Republican - Indiana,L000504,Lugar, Richard G.,Republican,Indiana,IN
"Lujan Grisham, Michelle (Democratic - New Mexico)","Lujan Grisham, Michelle",Democratic - New Mexico,L000580,Lujan Grisham, Michelle,Democratic,New Mexico,NM
"Lujan, Ben Ray (Democratic - New Mexico)","Lujan, Ben Ray",Democratic - New Mexico,L000570,Lujan, Ben Ray,Democratic,New Mexico,NM
"Lujan, Manuel, Jr. (Republican - New Mexico)","Lujan, Manuel, Jr.",Republican - New Mexico,L000506,Lujan," Manuel, Jr.",Republican,New Mexico,NM
"Luken, Charles (Democratic - Ohio)","Luken, Charles",Democratic - Ohio,L000507,Luken, Charles,Democratic,Ohio,OH
"Luken, Thomas A. (Democratic - Ohio)","Luken, Thomas A.",Democratic - Ohio,L000508,Luken, Thomas A.,Democratic,Ohio,OH
"Lukens, Donald E. (Republican - Ohio)","Lukens, Donald E.",Republican - Ohio,L000509,Lukens, Donald E.,Republican,Ohio,OH
"Lummis, Cynthia M. (Republican - Wyoming)","Lummis, Cynthia M.",Republican - Wyoming,L000571,Lummis, Cynthia M.,Republican,Wyoming,WY
"Lundine, Stanley N. (Democratic - New York)","Lundine, Stanley N.",Democratic - New York,L000516,Lundine, Stanley N.,Democratic,New York,NY
"Lungren, Daniel E. (Republican - California)","Lungren, Daniel E.",Republican - California,L000517,Lungren, Daniel E.,Republican,California,CA
"Luther, Bill (Democratic - Minnesota)","Luther, Bill",Democratic - Minnesota,L000521,Luther, Bill,Democratic,Minnesota,MN
"Lynch, Stephen F. (Democratic - Massachusetts)","Lynch, Stephen F.",Democratic - Massachusetts,L000562,Lynch, Stephen F.,Democratic,Massachusetts,MA
"MacArthur, Thomas (Republican - New Jersey)","MacArthur, Thomas",Republican - New Jersey,M001193,MacArthur, Thomas,Republican,New Jersey,NJ
"Macdonald, Torbert H. (Democratic - Massachusetts)","Macdonald, Torbert H.",Democratic - Massachusetts,M000005,Macdonald, Torbert H.,Democratic,Massachusetts,MA
"Machtley, Ronald K. (Republican - Rhode Island)","Machtley, Ronald K.",Republican - Rhode Island,M000015,Machtley, Ronald K.,Republican,Rhode Island,RI
"Mack, Connie (Republican - Florida)","Mack, Connie",Republican - Florida,M001155,Mack, Connie,Republican,Florida,FL
"Mack, Connie, III (Republican - Florida)","Mack, Connie, III",Republican - Florida,M000019,Mack," Connie, III",Republican,Florida,FL
"MacKay, Buddy (Democratic - Florida)","MacKay, Buddy",Democratic - Florida,M000023,MacKay, Buddy,Democratic,Florida,FL
"Madden, Ray J. (Democratic - Indiana)","Madden, Ray J.",Democratic - Indiana,M000039,Madden, Ray J.,Democratic,Indiana,IN
"Madigan, Edward R. (Republican - Illinois)","Madigan, Edward R.",Republican - Illinois,M000041,Madigan, Edward R.,Republican,Illinois,IL
"Maffei, Daniel B. (Democratic - New York)","Maffei, Daniel B.",Democratic - New York,M001171,Maffei, Daniel B.,Democratic,New York,NY
"Magnuson, Warren G. (Democratic - Washington)","Magnuson, Warren G.",Democratic - Washington,M000053,Magnuson, Warren G.,Democratic,Washington,WA
"Maguire, Andrew (Democratic - New Jersey)","Maguire, Andrew",Democratic - New Jersey,M000058,Maguire, Andrew,Democratic,New Jersey,NJ
"Mahon, George H. (Democratic - Texas)","Mahon, George H.",Democratic - Texas,M000065,Mahon, George H.,Democratic,Texas,TX
"Mahoney, Tim (Democratic - Florida)","Mahoney, Tim",Democratic - Florida,M001164,Mahoney, Tim,Democratic,Florida,FL
"Mailliard, William S. (Republican - California)","Mailliard, William S.",Republican - California,M000070,Mailliard, William S.,Republican,California,CA
"Majette, Denise L. (Democratic - Georgia)","Majette, Denise L.",Democratic - Georgia,M001145,Majette, Denise L.,Democratic,Georgia,GA
"Mallary, Richard W. (Republican - Vermont)","Mallary, Richard W.",Republican - Vermont,M000078,Mallary, Richard W.,Republican,Vermont,VT
"Maloney, Carolyn B. (Democratic - New York)","Maloney, Carolyn B.",Democratic - New York,M000087,Maloney, Carolyn B.,Democratic,New York,NY
"Maloney, James H. (Democratic - Connecticut)","Maloney, James H.",Democratic - Connecticut,M000090,Maloney, James H.,Democratic,Connecticut,CT
"Maloney, Sean Patrick (Democratic - New York)","Maloney, Sean Patrick",Democratic - New York,M001185,Maloney, Sean Patrick,Democratic,New York,NY
"Manchin, Joe, III (Democratic - West Virginia)","Manchin, Joe, III",Democratic - West Virginia,M001183,Manchin," Joe, III",Democratic,West Virginia,WV
"Mann, David (Democratic - Ohio)","Mann, David",Democratic - Ohio,M000100,Mann, David,Democratic,Ohio,OH
"Mann, James R. (Democratic - South Carolina)","Mann, James R.",Democratic - South Carolina,M000105,Mann, James R.,Democratic,South Carolina,SC
"Mansfield, Mike (Democratic - Montana)","Mansfield, Mike",Democratic - Montana,M000113,Mansfield, Mike,Democratic,Montana,MT
"Manton, Thomas J. (Democratic - New York)","Manton, Thomas J.",Democratic - New York,M000117,Manton, Thomas J.,Democratic,New York,NY
"Manzullo, Donald A. (Republican - Illinois)","Manzullo, Donald A.",Republican - Illinois,M001138,Manzullo, Donald A.,Republican,Illinois,IL
"Maraziti, Joseph J. (Republican - New Jersey)","Maraziti, Joseph J.",Republican - New Jersey,M000121,Maraziti, Joseph J.,Republican,New Jersey,NJ
"Marchant, Kenny (Republican - Texas)","Marchant, Kenny",Republican - Texas,M001158,Marchant, Kenny,Republican,Texas,TX
"Margolies-Mezvinsky, Marjorie (Democratic - Pennsylvania)","Margolies-Mezvinsky, Marjorie",Democratic - Pennsylvania,M000129,Margolies-Mezvinsky, Marjorie,Democratic,Pennsylvania,PA
"Marino, Tom (Republican - Pennsylvania)","Marino, Tom",Republican - Pennsylvania,M001179,Marino, Tom,Republican,Pennsylvania,PA
"Markey, Betsy (Democratic - Colorado)","Markey, Betsy",Democratic - Colorado,M001172,Markey, Betsy,Democratic,Colorado,CO
"Markey, Edward J. (Democratic - Massachusetts)","Markey, Edward J.",Democratic - Massachusetts,M000133,Markey, Edward J.,Democratic,Massachusetts,MA
"Marks, Marc L. (Republican - Pennsylvania)","Marks, Marc L.",Republican - Pennsylvania,M000136,Marks, Marc L.,Republican,Pennsylvania,PA
"Marlenee, Ron (Republican - Montana)","Marlenee, Ron",Republican - Montana,M000139,Marlenee, Ron,Republican,Montana,MT
"Marriott, David Daniel (Republican - Utah)","Marriott, David Daniel",Republican - Utah,M000143,Marriott, David Daniel,Republican,Utah,UT
"Marshall, Jim (Democratic - Georgia)","Marshall, Jim",Democratic - Georgia,M001146,Marshall, Jim,Democratic,Georgia,GA
"Marshall, Roger W. (Republican - Kansas)","Marshall, Roger W.",Republican - Kansas,M001198,Marshall, Roger W.,Republican,Kansas,KS
"Martin, David O'B. (Republican - New York)","Martin, David O'B.",Republican - New York,M000174,Martin, David O'B.,Republican,New York,NY
"Martin, David T. (Republican - Nebraska)","Martin, David T.",Republican - Nebraska,M000175,Martin, David T.,Republican,Nebraska,NE
"Martin, James G. (Republican - North Carolina)","Martin, James G.",Republican - North Carolina,M000183,Martin, James G.,Republican,North Carolina,NC
"Martin, Lynn M. (Republican - Illinois)","Martin, Lynn M.",Republican - Illinois,M000195,Martin, Lynn M.,Republican,Illinois,IL
"Martinez, Matthew G. (Democratic - California)","Martinez, Matthew G.",Democratic - California,M000206,Martinez, Matthew G.,Democratic,California,CA
"Martinez, Mel (Republican - Florida)","Martinez, Mel",Republican - Florida,M001162,Martinez, Mel,Republican,Florida,FL
"Martini, William J. (Republican - New Jersey)","Martini, William J.",Republican - New Jersey,M000207,Martini, William J.,Republican,New Jersey,NJ
"Mascara, Frank (Democratic - Pennsylvania)","Mascara, Frank",Democratic - Pennsylvania,M000212,Mascara, Frank,Democratic,Pennsylvania,PA
"Massa, Eric J. J. (Democratic - New York)","Massa, Eric J. J.",Democratic - New York,M001173,Massa, Eric J. J.,Democratic,New York,NY
"Massie, Thomas (Republican - Kentucky)","Massie, Thomas",Republican - Kentucky,M001184,Massie, Thomas,Republican,Kentucky,KY
"Mast, Brian J. (Republican - Florida)","Mast, Brian J.",Republican - Florida,M001199,Mast, Brian J.,Republican,Florida,FL
"Matheson, Jim (Democratic - Utah)","Matheson, Jim",Democratic - Utah,M001142,Matheson, Jim,Democratic,Utah,UT
"Mathews, Harlan (Democratic - Tennessee)","Mathews, Harlan",Democratic - Tennessee,M000236,Mathews, Harlan,Democratic,Tennessee,TN
"Mathias, Charles McC., Jr. (Republican - Maryland)","Mathias, Charles McC., Jr.",Republican - Maryland,M000241,Mathias," Charles McC., Jr.",Republican,Maryland,MD
"Mathias, Robert B. (Bob) (Republican - California)",#REF!,,M000242,#REF!,,,,
"Mathis, Dawson (Democratic - Georgia)","Mathis, Dawson",Democratic - Georgia,M000244,Mathis, Dawson,Democratic,Georgia,GA
"Matsui, Doris O. (Democratic - California)","Matsui, Doris O.",Democratic - California,M001163,Matsui, Doris O.,Democratic,California,CA
"Matsui, Robert T. (Democratic - California)","Matsui, Robert T.",Democratic - California,M000249,Matsui, Robert T.,Democratic,California,CA
"Matsunaga, Spark M. (Democratic - Hawaii)","Matsunaga, Spark M.",Democratic - Hawaii,M000250,Matsunaga, Spark M.,Democratic,Hawaii,HI
"Mattingly, Mack (Republican - Georgia)","Mattingly, Mack",Republican - Georgia,M000257,Mattingly, Mack,Republican,Georgia,GA
"Mattox, James A. (Democratic - Texas)","Mattox, James A.",Democratic - Texas,M000260,Mattox, James A.,Democratic,Texas,TX
"Mavroules, Nicholas (Democratic - Massachusetts)","Mavroules, Nicholas",Democratic - Massachusetts,M000264,Mavroules, Nicholas,Democratic,Massachusetts,MA
"Mayne, Wiley (Republican - Iowa)","Mayne, Wiley",Republican - Iowa,M000286,Mayne, Wiley,Republican,Iowa,IA
"Mazzoli, Romano L. (Democratic - Kentucky)","Mazzoli, Romano L.",Democratic - Kentucky,M000291,Mazzoli, Romano L.,Democratic,Kentucky,KY
"McAllister, Vance M. (Republican - Louisiana)","McAllister, Vance M.",Republican - Louisiana,M001192,McAllister, Vance M.,Republican,Louisiana,LA
"McCain, John (Republican - Arizona)","McCain, John",Republican - Arizona,M000303,McCain, John,Republican,Arizona,AZ
"McCandless, Alfred A. (Al) (Republican - California)",#REF!,,M000306,#REF!,,,,
"McCarthy, Carolyn (Democratic - New York)","McCarthy, Carolyn",Democratic - New York,M000309,McCarthy, Carolyn,Democratic,New York,NY
"McCarthy, Karen (Democratic - Missouri)","McCarthy, Karen",Democratic - Missouri,M000316,McCarthy, Karen,Democratic,Missouri,MO
"McCarthy, Kevin (Republican - California)","McCarthy, Kevin",Republican - California,M001165,McCarthy, Kevin,Republican,California,CA
"McCaskill, Claire (Democratic - Missouri)","McCaskill, Claire",Democratic - Missouri,M001170,McCaskill, Claire,Democratic,Missouri,MO
"McCaul, Michael T. (Republican - Texas)","McCaul, Michael T.",Republican - Texas,M001157,McCaul, Michael T.,Republican,Texas,TX
"McClellan, John L. (Democratic - Arkansas)","McClellan, John L.",Democratic - Arkansas,M000332,McClellan, John L.,Democratic,Arkansas,AR
"McClintock, Tom (Republican - California)","McClintock, Tom",Republican - California,M001177,McClintock, Tom,Republican,California,CA
"McClory, Robert (Republican - Illinois)","McClory, Robert",Republican - Illinois,M000340,McClory, Robert,Republican,Illinois,IL
"McCloskey, Frank (Democratic - Indiana)","McCloskey, Frank",Democratic - Indiana,M000342,McCloskey, Frank,Democratic,Indiana,IN
"McCloskey, Paul N., Jr. (Republican - California)","McCloskey, Paul N., Jr.",Republican - California,M000343,McCloskey," Paul N., Jr.",Republican,California,CA
"McClure, James A. (Republican - Idaho)","McClure, James A.",Republican - Idaho,M000346,McClure, James A.,Republican,Idaho,ID
"McCollister, John Y. (Republican - Nebraska)","McCollister, John Y.",Republican - Nebraska,M000349,McCollister, John Y.,Republican,Nebraska,NE
"McCollum, Betty (Democratic - Minnesota)","McCollum, Betty",Democratic - Minnesota,M001143,McCollum, Betty,Democratic,Minnesota,MN
"McCollum, Bill (Republican - Florida)","McCollum, Bill",Republican - Florida,M000350,McCollum, Bill,Republican,Florida,FL
"McConnell, Mitch (Republican - Kentucky)","McConnell, Mitch",Republican - Kentucky,M000355,McConnell, Mitch,Republican,Kentucky,KY
"McCormack, Mike (Democratic - Washington)","McCormack, Mike",Democratic - Washington,M000365,McCormack, Mike,Democratic,Washington,WA
"McCotter, Thaddeus G. (Republican - Michigan)","McCotter, Thaddeus G.",Republican - Michigan,M001147,McCotter, Thaddeus G.,Republican,Michigan,MI
"McCrery, Jim (Republican - Louisiana)","McCrery, Jim",Republican - Louisiana,M000388,McCrery, Jim,Republican,Louisiana,LA
"McCurdy, Dave (Democratic - Oklahoma)","McCurdy, Dave",Democratic - Oklahoma,M000398,McCurdy, Dave,Democratic,Oklahoma,OK
"McDade, Joseph M. (Republican - Pennsylvania)","McDade, Joseph M.",Republican - Pennsylvania,M000399,McDade, Joseph M.,Republican,Pennsylvania,PA
"McDermott, Jim (Democratic - Washington)","McDermott, Jim",Democratic - Washington,M000404,McDermott, Jim,Democratic,Washington,WA
"McDonald, Lawrence P. (Democratic - Georgia)","McDonald, Lawrence P.",Democratic - Georgia,M000413,McDonald, Lawrence P.,Democratic,Georgia,GA
"McEachin, A. Donald (Democratic - Virginia)","McEachin, A. Donald",Democratic - Virginia,M001200,McEachin, A. Donald,Democratic,Virginia,VA
"McEwen, Bob (Republican - Ohio)","McEwen, Bob",Republican - Ohio,M000432,McEwen, Bob,Republican,Ohio,OH
"McEwen, Robert C. (Republican - New York)","McEwen, Robert C.",Republican - New York,M000433,McEwen, Robert C.,Republican,New York,NY
"McFall, John J. (Democratic - California)","McFall, John J.",Democratic - California,M000436,McFall, John J.,Democratic,California,CA
"McGee, Gale W. (Democratic - Wyoming)","McGee, Gale W.",Democratic - Wyoming,M000445,McGee, Gale W.,Democratic,Wyoming,WY
"McGovern, George (Democratic - South Dakota)","McGovern, George",Democratic - South Dakota,M000452,McGovern, George,Democratic,South Dakota,SD
"McGovern, James P. (Democratic - Massachusetts)","McGovern, James P.",Democratic - Massachusetts,M000312,McGovern, James P.,Democratic,Massachusetts,MA
"McGrath, Raymond J. (Republican - New York)","McGrath, Raymond J.",Republican - New York,M000458,McGrath, Raymond J.,Republican,New York,NY
"McHale, Paul (Democratic - Pennsylvania)","McHale, Paul",Democratic - Pennsylvania,M000466,McHale, Paul,Democratic,Pennsylvania,PA
"McHenry, Patrick T. (Republican - North Carolina)","McHenry, Patrick T.",Republican - North Carolina,M001156,McHenry, Patrick T.,Republican,North Carolina,NC
"McHugh, John M. (Republican - New York)","McHugh, John M.",Republican - New York,M000472,McHugh, John M.,Republican,New York,NY
"McHugh, Matthew F. (Democratic - New York)","McHugh, Matthew F.",Democratic - New York,M000473,McHugh, Matthew F.,Democratic,New York,NY
"McInnis, Scott (Republican - Colorado)","McInnis, Scott",Republican - Colorado,M000477,McInnis, Scott,Republican,Colorado,CO
"McIntosh, David M. (Republican - Indiana)","McIntosh, David M.",Republican - Indiana,M000481,McIntosh, David M.,Republican,Indiana,IN
"McIntyre, Mike (Democratic - North Carolina)","McIntyre, Mike",Democratic - North Carolina,M000485,McIntyre, Mike,Democratic,North Carolina,NC
"McIntyre, Thomas J. (Democratic - New Hampshire)","McIntyre, Thomas J.",Democratic - New Hampshire,M000486,McIntyre, Thomas J.,Democratic,New Hampshire,NH
"McKay, K. Gunn (Democratic - Utah)","McKay, K. Gunn",Democratic - Utah,M000490,McKay, K. Gunn,Democratic,Utah,UT
"McKeon, Howard P. ""Buck"" (Republican - California)","McKeon, Howard P. ""Buck""",Republican - California,M000508,McKeon," Howard P. ""Buck""",Republican,California,CA
"McKernan, John R., Jr. (Republican - Maine)","McKernan, John R., Jr.",Republican - Maine,M000512,McKernan," John R., Jr.",Republican,Maine,ME
"McKinley, David B. (Republican - West Virginia)","McKinley, David B.",Republican - West Virginia,M001180,McKinley, David B.,Republican,West Virginia,WV
"McKinney, Cynthia A. (Democratic - Georgia)","McKinney, Cynthia A.",Democratic - Georgia,M000523,McKinney, Cynthia A.,Democratic,Georgia,GA
