All,Name,Party,State,bioguide
"Rodriguez, Ciro D. (Democratic - Texas)","Rodriguez, Ciro D. ",Democratic , Texas),R000568
"Sandlin, Max (Democratic - Texas)","Sandlin, Max ",Democratic , Texas),S000044
"Sarpalius, Bill (Democratic - Texas)","Sarpalius, Bill ",Democratic , Texas),S000066
"Sekula Gibbs, Shelley (Republican - Texas)","Sekula Gibbs, Shelley ",Republican , Texas),S001166
"Sessions, Pete (Republican - Texas)","Sessions, Pete ",Republican , Texas),S000250
"Smith, Lamar (Republican - Texas)","Smith, Lamar ",Republican , Texas),S000583
"Steelman, Alan (Republican - Texas)","Steelman, Alan ",Republican , Texas),S000841
"Stenholm, Charles W. (Democratic - Texas)","Stenholm, Charles W. ",Democratic , Texas),S000851
"Stockman, Steve (Republican - Texas)","Stockman, Steve ",Republican , Texas),S000937
"Sweeney, David McCann (Republican - Texas)","Sweeney, David McCann ",Republican , Texas),S001101
"Teague, Olin E. (Democratic - Texas)","Teague, Olin E. ",Democratic , Texas),T000110
"Tejeda, Frank (Democratic - Texas)","Tejeda, Frank ",Democratic , Texas),T000113
"Thornberry, Mac (Republican - Texas)","Thornberry, Mac ",Republican , Texas),T000238
"Tower, John G. (Republican - Texas)","Tower, John G. ",Republican , Texas),T000322
"Turner, Jim (Democratic - Texas)","Turner, Jim ",Democratic , Texas),T000424
"Vandergriff, Tommy J. (Democratic - Texas)","Vandergriff, Tommy J. ",Democratic , Texas),V000026
"Veasey, Marc A. (Democratic - Texas)","Veasey, Marc A. ",Democratic , Texas),V000131
"Vela, Filemon (Democratic - Texas)","Vela, Filemon ",Democratic , Texas),V000132
"Washington, Craig A. (Democratic - Texas)","Washington, Craig A. ",Democratic , Texas),W000177
"Weber, Randy K., Sr. (Republican - Texas)","Weber, Randy K., Sr. ",Republican , Texas),W000814
"White, Richard C. (Democratic - Texas)","White, Richard C. ",Democratic , Texas),W000390
"Williams, Roger (Republican - Texas)","Williams, Roger ",Republican , Texas),W000816
"Wilson, Charles (Democratic - Texas)","Wilson, Charles ",Democratic , Texas),W000570
"Wright, James C., Jr. (Democratic - Texas)","Wright, James C., Jr. ",Democratic , Texas),W000763
"Wyatt, Joe, Jr. (Democratic - Texas)","Wyatt, Joe, Jr. ",Democratic , Texas),W000777
"Young, John (Democratic - Texas)","Young, John ",Democratic , Texas),Y000043
"Bennett, Robert F. (Republican - Utah)","Bennett, Robert F. ",Republican , Utah),B000382
"Bennett, Wallace F. (Republican - Utah)","Bennett, Wallace F. ",Republican , Utah),B000384
"Bishop, Rob (Republican - Utah)","Bishop, Rob ",Republican , Utah),B001250
"Cannon, Chris (Republican - Utah)","Cannon, Chris ",Republican , Utah),C000116
"Chaffetz, Jason (Republican - Utah)","Chaffetz, Jason ",Republican , Utah),C001076
"Cook, Merrill (Republican - Utah)","Cook, Merrill ",Republican , Utah),C000722
"Hansen, James V. (Republican - Utah)","Hansen, James V. ",Republican , Utah),H000172
"Hatch, Orrin G. (Republican - Utah)","Hatch, Orrin G. ",Republican , Utah),H000338
"Howe, Allan (Democratic - Utah)","Howe, Allan ",Democratic , Utah),H000851
"Lee, Mike (Republican - Utah)","Lee, Mike ",Republican , Utah),L000577
"Love, Mia B. (Republican - Utah)","Love, Mia B. ",Republican , Utah),L000584
"Marriott, David Daniel (Republican - Utah)","Marriott, David Daniel ",Republican , Utah),M000143
"Matheson, Jim (Democratic - Utah)","Matheson, Jim ",Democratic , Utah),M001142
"McKay, K. Gunn (Democratic - Utah)","McKay, K. Gunn ",Democratic , Utah),M000490
"Monson, David S. (Republican - Utah)","Monson, David S. ",Republican , Utah),M000860
"Moss, Frank E. (Democratic - Utah)","Moss, Frank E. ",Democratic , Utah),M001033
"Nielson, Howard C. (Republican - Utah)","Nielson, Howard C. ",Republican , Utah),N000106
"Orton, Bill (Democratic - Utah)","Orton, Bill ",Democratic , Utah),O000108
"Owens, Wayne (Democratic - Utah)","Owens, Wayne ",Democratic , Utah),O000156
"Shepherd, Karen (Democratic - Utah)","Shepherd, Karen ",Democratic , Utah),S000332
"Stewart, Chris (Republican - Utah)","Stewart, Chris ",Republican , Utah),S001192
"Waldholtz, Enid Greene (Republican - Utah)","Waldholtz, Enid Greene ",Republican , Utah),G000408
"Aiken, George (Republican - Vermont)","Aiken, George ",Republican , Vermont),A000062
"Jeffords, James M. (Independent - Vermont)","Jeffords, James M. ",Independent , Vermont),J000072
"Leahy, Patrick J. (Democratic - Vermont)","Leahy, Patrick J. ",Democratic , Vermont),L000174
"Mallary, Richard W. (Republican - Vermont)","Mallary, Richard W. ",Republican , Vermont),M000078
"Sanders, Bernard (Independent - Vermont)","Sanders, Bernard ",Independent , Vermont),S000033
"Smith, Peter (Republican - Vermont)","Smith, Peter ",Republican , Vermont),S000601
"Stafford, Robert T. (Republican - Vermont)","Stafford, Robert T. ",Republican , Vermont),S000776
"Welch, Peter (Democratic - Vermont)","Welch, Peter ",Democratic , Vermont),W000800
"Christensen, Donna M. (Democratic - Virgin Islands)","Christensen, Donna M. ",Democratic , Virgin Islands),C000380
"de Lugo, Ron (Democratic - Virgin Islands)","de Lugo, Ron ",Democratic , Virgin Islands),D000209
"Evans, Melvin H. (Republican - Virgin Islands)","Evans, Melvin H. ",Republican , Virgin Islands),E000254
"Frazer, Victor O. (Independent - Virgin Islands)","Frazer, Victor O. ",Independent , Virgin Islands),F000351
"Plaskett, Stacey E. (Democratic - Virgin Islands)","Plaskett, Stacey E. ",Democratic , Virgin Islands),P000610
"Allen, George (Republican - Virginia)","Allen, George ",Republican , Virginia),A000121
"Bateman, Herbert H. (Republican - Virginia)","Bateman, Herbert H. ",Republican , Virginia),B000229
"Beyer, Donald S., Jr. (Democratic - Virginia)","Beyer, Donald S., Jr. ",Democratic , Virginia),B001292
"Bliley, Tom (Republican - Virginia)","Bliley, Tom ",Republican , Virginia),B000556
"Boucher, Rick (Democratic - Virginia)","Boucher, Rick ",Democratic , Virginia),B000657
"Brat, Dave (Republican - Virginia)","Brat, Dave ",Republican , Virginia),B001290
"Broyhill, Joel T. (Republican - Virginia)","Broyhill, Joel T. ",Republican , Virginia),B000967
"Butler, M. Caldwell (Republican - Virginia)","Butler, M. Caldwell ",Republican , Virginia),B001182
"Byrd, Harry F., Jr. (Independent - Virginia)","Byrd, Harry F., Jr. ",Independent , Virginia),B001209
"Byrne, Leslie L. (Democratic - Virginia)","Byrne, Leslie L. ",Democratic , Virginia),B001213
"Cantor, Eric (Republican - Virginia)","Cantor, Eric ",Republican , Virginia),C001046
"Comstock, Barbara (Republican - Virginia)","Comstock, Barbara ",Republican , Virginia),C001105
"Connolly, Gerald E. (Democratic - Virginia)","Connolly, Gerald E. ",Democratic , Virginia),C001078
"Daniel, Robert W., Jr. (Republican - Virginia)","Daniel, Robert W., Jr. ",Republican , Virginia),D000037
"Davis, Jo Ann (Republican - Virginia)","Davis, Jo Ann ",Republican , Virginia),D000597
"Davis, Tom (Republican - Virginia)","Davis, Tom ",Republican , Virginia),D000136
"Downing, Thomas N. (Democratic - Virginia)","Downing, Thomas N. ",Democratic , Virginia),D000474
"Drake, Thelma D. (Republican - Virginia)","Drake, Thelma D. ",Republican , Virginia),D000605
"Fisher, Joesph L. (Democratic - Virginia)","Fisher, Joesph L. ",Democratic , Virginia),F000151
"Forbes, J. Randy (Republican - Virginia)","Forbes, J. Randy ",Republican , Virginia),F000445
"Garrett, Thomas A., Jr. (Republican - Virginia)","Garrett, Thomas A., Jr. ",Republican , Virginia),G000580
"Goode, Virgil H., Jr. (Independent - Virginia)","Goode, Virgil H., Jr. ",Independent , Virginia),G000280
"Goodlatte, Bob (Republican - Virginia)","Goodlatte, Bob ",Republican , Virginia),G000289
"Griffith, H. Morgan (Republican - Virginia)","Griffith, H. Morgan ",Republican , Virginia),G000568
"Harris, Herbert E., II (Democratic - Virginia)","Harris, Herbert E., II ",Democratic , Virginia),H000241
"Hurt, Robert (Republican - Virginia)","Hurt, Robert ",Republican , Virginia),H001060
"Kaine, Tim (Democratic - Virginia)","Kaine, Tim ",Democratic , Virginia),K000384
"McEachin, A. Donald (Democratic - Virginia)","McEachin, A. Donald ",Democratic , Virginia),M001200
"Moran, James P. (Democratic - Virginia)","Moran, James P. ",Democratic , Virginia),M000933
"Nye, Glenn C. (Democratic - Virginia)","Nye, Glenn C. ",Democratic , Virginia),N000183
"Olin, James R. (Democratic - Virginia)","Olin, James R. ",Democratic , Virginia),O000069
"Payne, Lewis F., Jr. (Democratic - Virginia)","Payne, Lewis F., Jr. ",Democratic , Virginia),P000152
"Perriello, Thomas S.P. (Democratic - Virginia)","Perriello, Thomas S.P. ",Democratic , Virginia),P000600
"Pickett, Owen B. (Democratic - Virginia)","Pickett, Owen B. ",Democratic , Virginia),P000326
"Rigell, E. Scott (Republican - Virginia)","Rigell, E. Scott ",Republican , Virginia),R000589
"Robb, Charles S. (Democratic - Virginia)","Robb, Charles S. ",Democratic , Virginia),R000295
"Robinson, J. Kenneth (Republican - Virginia)","Robinson, J. Kenneth ",Republican , Virginia),R000337
"Satterfield, David E., III (Democratic - Virginia)","Satterfield, David E., III ",Democratic , Virginia),S000070
"Schrock, Edward L. (Republican - Virginia)","Schrock, Edward L. ",Republican , Virginia),S001151
"Scott, Robert C. ""Bobby"" (Democratic - Virginia)","Scott, Robert C. ""Bobby"" ",Democratic , Virginia),S000185
"Scott, William Lloyd (Republican - Virginia)","Scott, William Lloyd ",Republican , Virginia),S000189
"Sisisky, Norman (Democratic - Virginia)","Sisisky, Norman ",Democratic , Virginia),S000453
"Slaughter, D. French, Jr. (Republican - Virginia)","Slaughter, D. French, Jr. ",Republican , Virginia),S000479
"Taylor, Scott (Republican - Virginia)","Taylor, Scott ",Republican , Virginia),T000477
"Trible, Paul S., Jr. (Republican - Virginia)","Trible, Paul S., Jr. ",Republican , Virginia),T000367
"Wampler, William C. (Republican - Virginia)","Wampler, William C. ",Republican , Virginia),W000121
"Warner, John (Republican - Virginia)","Warner, John ",Republican , Virginia),W000154
"Warner, Mark R. (Democratic - Virginia)","Warner, Mark R. ",Democratic , Virginia),W000805
"Webb, Jim (Democratic - Virginia)","Webb, Jim ",Democratic , Virginia),W000803
"Whitehurst, G. William (Republican - Virginia)","Whitehurst, G. William ",Republican , Virginia),W000406
"Wittman, Robert J. (Republican - Virginia)","Wittman, Robert J. ",Republican , Virginia),W000804
"Wolf, Frank R. (Republican - Virginia)","Wolf, Frank R. ",Republican , Virginia),W000672
"Adams, Brock (Democratic - Washington)","Adams, Brock ",Democratic , Washington),A000031
"Baird, Brian (Democratic - Washington)","Baird, Brian ",Democratic , Washington),B001229
"Bonker, Don (Democratic - Washington)","Bonker, Don ",Democratic , Washington),B000620
"Cantwell, Maria (Democratic - Washington)","Cantwell, Maria ",Democratic , Washington),C000127
"Chandler, Rod D. (Republican - Washington)","Chandler, Rod D. ",Republican , Washington),C000293
"DelBene, Suzan K. (Democratic - Washington)","DelBene, Suzan K. ",Democratic , Washington),D000617
"Dicks, Norman D. (Democratic - Washington)","Dicks, Norman D. ",Democratic , Washington),D000327
"Dunn, Jennifer (Republican - Washington)","Dunn, Jennifer ",Republican , Washington),D000549
"Evans, Daniel J. (Republican - Washington)","Evans, Daniel J. ",Republican , Washington),E000236
"Foley, Thomas S. (Democratic - Washington)","Foley, Thomas S. ",Democratic , Washington),F000239
"Gorton, Slade (Republican - Washington)","Gorton, Slade ",Republican , Washington),G000333
"Hansen, Julia Butler (Democratic - Washington)","Hansen, Julia Butler ",Democratic , Washington),H000174
"Hastings, Doc (Republican - Washington)","Hastings, Doc ",Republican , Washington),H000329
"Heck, Denny (Democratic - Washington)","Heck, Denny ",Democratic , Washington),H001064
"Herrera Beutler, Jaime (Republican - Washington)","Herrera Beutler, Jaime ",Republican , Washington),H001056
"Hicks, Floyd V. (Democratic - Washington)","Hicks, Floyd V. ",Democratic , Washington),H000563
"Inslee, Jay (Democratic - Washington)","Inslee, Jay ",Democratic , Washington),I000026
"Jackson, Henry M. (Democratic - Washington)","Jackson, Henry M. ",Democratic , Washington),J000013
"Jayapal, Pramila (Democratic - Washington)","Jayapal, Pramila ",Democratic , Washington),J000298
"Kilmer, Derek (Democratic - Washington)","Kilmer, Derek ",Democratic , Washington),K000381
"Kreidler, Mike (Democratic - Washington)","Kreidler, Mike ",Democratic , Washington),K000328
"Larsen, Rick (Democratic - Washington)","Larsen, Rick ",Democratic , Washington),L000560
"Lowry, Mike (Democratic - Washington)","Lowry, Mike ",Democratic , Washington),L000486
"Magnuson, Warren G. (Democratic - Washington)","Magnuson, Warren G. ",Democratic , Washington),M000053
"McCormack, Mike (Democratic - Washington)","McCormack, Mike ",Democratic , Washington),M000365
"McDermott, Jim (Democratic - Washington)","McDermott, Jim ",Democratic , Washington),M000404
"McMorris Rodgers, Cathy (Republican - Washington)","McMorris Rodgers, Cathy ",Republican , Washington),M001159
"Meeds, Lloyd (Democratic - Washington)","Meeds, Lloyd ",Democratic , Washington),M000626
"Metcalf, Jack (Republican - Washington)","Metcalf, Jack ",Republican , Washington),M000669
"Miller, John R. (Republican - Washington)","Miller, John R. ",Republican , Washington),M000736
"Morrison, Sid (Republican - Washington)","Morrison, Sid ",Republican , Washington),M000999
"Murray, Patty (Democratic - Washington)","Murray, Patty ",Democratic , Washington),M001111
"Nethercutt, George R., Jr. (Republican - Washington)","Nethercutt, George R., Jr. ",Republican , Washington),N000051
"Newhouse, Dan (Republican - Washington)","Newhouse, Dan ",Republican , Washington),N000189
"Pritchard, Joel (Republican - Washington)","Pritchard, Joel ",Republican , Washington),P000546
"Reichert, David G. (Republican - Washington)","Reichert, David G. ",Republican , Washington),R000578
"Smith, Adam (Democratic - Washington)","Smith, Adam ",Democratic , Washington),S000510
"Smith, Linda (Republican - Washington)","Smith, Linda ",Republican , Washington),S000587
"Swift, Al (Democratic - Washington)","Swift, Al ",Democratic , Washington),S001115
"Tate, Randy (Republican - Washington)","Tate, Randy ",Republican , Washington),T000048
"Unsoeld, Jolene (Democratic - Washington)","Unsoeld, Jolene ",Democratic , Washington),U000017
"White, Rick (Republican - Washington)","White, Rick ",Republican , Washington),W000391
"Benedict, Cleve (Republican - West Virginia)","Benedict, Cleve ",Republican , West Virginia),B000358
"Byrd, Robert C. (Democratic - West Virginia)","Byrd, Robert C. ",Democratic , West Virginia),B001210
"Capito, Shelley Moore (Republican - West Virginia)","Capito, Shelley Moore ",Republican , West Virginia),C001047
"Goodwin, Carte Patrick (Democratic - West Virginia)","Goodwin, Carte Patrick ",Democratic , West Virginia),G000561
"Hechler, Ken (Democratic - West Virginia)","Hechler, Ken ",Democratic , West Virginia),H000438
"Hutchinson, John G. (Democratic - West Virginia)","Hutchinson, John G. ",Democratic , West Virginia),H001013
"Jenkins, Evan H. (Republican - West Virginia)","Jenkins, Evan H. ",Republican , West Virginia),J000297
"Manchin, Joe, III (Democratic - West Virginia)","Manchin, Joe, III ",Democratic , West Virginia),M001183
"McKinley, David B. (Republican - West Virginia)","McKinley, David B. ",Republican , West Virginia),M001180
"Mollohan, Alan B. (Democratic - West Virginia)","Mollohan, Alan B. ",Democratic , West Virginia),M000844
"Mollohan, Robert H. (Democratic - West Virginia)","Mollohan, Robert H. ",Democratic , West Virginia),M000845
"Mooney, Alexander X. (Republican - West Virginia)","Mooney, Alexander X. ",Republican , West Virginia),M001195
"Rahall, Nick J., II (Democratic - West Virginia)","Rahall, Nick J., II ",Democratic , West Virginia),R000011
"Randolph, Jennings (Democratic - West Virginia)","Randolph, Jennings ",Democratic , West Virginia),R000046
"Rockefeller, John D., IV (Democratic - West Virginia)","Rockefeller, John D., IV ",Democratic , West Virginia),R000361
"Slack, John (Democratic - West Virginia)","Slack, John ",Democratic , West Virginia),S000473
"Staggers, Harley O. (Democratic - West Virginia)","Staggers, Harley O. ",Democratic , West Virginia),S000778
"Staggers, Harley O., Jr. (Democratic - West Virginia)","Staggers, Harley O., Jr. ",Democratic , West Virginia),S000779
"Staton, David Michael (Republican - West Virginia)","Staton, David Michael ",Republican , West Virginia),S000818
"Wise, Robert E., Jr. (Democratic - West Virginia)","Wise, Robert E., Jr. ",Democratic , West Virginia),W000654
"Aspin, Les (Democratic - Wisconsin)","Aspin, Les ",Democratic , Wisconsin),A000224
"Baldus, Alvin J. (Democratic - Wisconsin)","Baldus, Alvin J. ",Democratic , Wisconsin),B000083
"Baldwin, Tammy (Democratic - Wisconsin)","Baldwin, Tammy ",Democratic , Wisconsin),B001230
"Barca, Peter (Democratic - Wisconsin)","Barca, Peter ",Democratic , Wisconsin),B001226
"Barrett, Thomas M. (Democratic - Wisconsin)","Barrett, Thomas M. ",Democratic , Wisconsin),B000177
"Cornell, Robert J. (Democratic - Wisconsin)","Cornell, Robert J. ",Democratic , Wisconsin),C000782
